GeneticID	PCA1	PCA2	Group	Period
abh41.HO	0.0273	0.0407	Abkhasian	Modern
armenia191.HO	0.0293	0.0111	Armenian	Modern
lez40.HO	0.0143	0.0433	Lezgin	Modern
kumyks44.HO	0.018	0.0378	Kumyk	Modern
bal136.HO	0.0156	0.0375	Balkar	Modern
mg22.HO	0.0276	0.0249	Georgian	Modern
mg49.HO	0.0305	0.0251	Georgian	Modern
ch174.HO	0.0123	0.0372	Chechen	Modern
abh119.HO	0.0284	0.03	Abkhasian	Modern
armenia86.HO	0.0272	0.0086	Armenian	Modern
armenia279.HO	0.0341	0.006	Armenian	Modern
bal22.HO	0.0165	0.0356	Balkar	Modern
mg23.HO	0.0292	0.0259	Georgian	Modern
mg62.HO	0.0319	0.0249	Georgian	Modern
ch179.HO	0.0175	0.0448	Chechen	Modern
abh122.HO	0.0247	0.0267	Abkhasian	Modern
armenia91.HO	0.0338	0.0061	Armenian	Modern
armenia293.HO	0.0318	0.0142	Armenian	Modern
lez49.HO	0.0133	0.0376	Lezgin	Modern
kumyks93.HO	0.0158	0.0363	Kumyk	Modern
bal41.HO	0.0168	0.0384	Balkar	Modern
mg27.HO	0.0322	0.0275	Georgian	Modern
ch193.HO	0.0177	0.0396	Chechen	Modern
abh133.HO	0.0285	0.0363	Abkhasian	Modern
armenia102.HO	0.028	0.0117	Armenian	Modern
lez31.HO	0.0133	0.0388	Lezgin	Modern
lez7.HO	0.0167	0.0362	Lezgin	Modern
kumyks98.HO	0.0166	0.0364	Kumyk	Modern
bal42.HO	0.016	0.0364	Balkar	Modern
mg31.HO	0.0283	0.0255	Georgian	Modern
ch21.HO	0.0146	0.0422	Chechen	Modern
abh147.HO	0.0282	0.032	Abkhasian	Modern
armenia106.HO	0.0285	0.0118	Armenian	Modern
lez33.HO	0.0131	0.038	Lezgin	Modern
lez9.HO	0.0127	0.0353	Lezgin	Modern
kumyks90.HO	0.0113	0.0354	Kumyk	Modern
bal45.HO	0.0176	0.0387	Balkar	Modern
mg34.HO	0.0282	0.0269	Georgian	Modern
ch3.HO	0.0168	0.043	Chechen	Modern
abh154.HO	0.03	0.028	Abkhasian	Modern
armenia139.HO	0.0324	0.0014	Armenian	Modern
lez36.HO	0.0168	0.0417	Lezgin	Modern
kumyks40.HO	0.0198	0.0219	Kumyk	Modern
kumyks94.HO	0.0179	0.0379	Kumyk	Modern
bal50.HO	0.0145	0.0338	Balkar	Modern
mg40.HO	0.0301	0.0285	Georgian	Modern
ch113.HO	0.0159	0.0391	Chechen	Modern
ch31.HO	0.0131	0.0338	Chechen	Modern
abh24.HO	0.0329	0.0287	Abkhasian	Modern
armenia162.HO	0.0324	0.0102	Armenian	Modern
lez37.HO	0.0161	0.039	Lezgin	Modern
kumyks41.HO	0.0144	0.0384	Kumyk	Modern
kumyks97.HO	0.0123	0.0303	Kumyk	Modern
bel43s.HO	-0.0334	0.0219	Belarusian	Modern
UkrBel618.HO	-0.0312	0.0209	Ukrainian	Modern
UkrLv240.HO	-0.0253	0.0186	Ukrainian	Modern
Est393.HO	-0.039	0.0224	Estonian	Modern
Mordovians27.HO	-0.0291	0.036	Mordovian	Modern
bel30s.HO	-0.0339	0.0172	Belarusian	Modern
UkrBel620.HO	-0.0298	0.0166	Ukrainian	Modern
Est375.HO	-0.0391	0.0223	Estonian	Modern
Est380.HO	-0.0403	0.0222	Estonian	Modern
Mordovians28.HO	-0.0316	0.033	Mordovian	Modern
bel72c.HO	-0.0299	0.0198	Belarusian	Modern
UkrBel622.HO	-0.0273	0.0214	Ukrainian	Modern
Est391.HO	-0.0413	0.0251	Estonian	Modern
Est377.HO	-0.0414	0.0272	Estonian	Modern
Mordovians30.HO	-0.0275	0.0409	Mordovian	Modern
bel93c.HO	-0.0342	0.0217	Belarusian	Modern
UkrBel733.HO	-0.0311	0.0201	Ukrainian	Modern
Est372.HO	-0.0403	0.025	Estonian	Modern
Mordovians4.HO	-0.0301	0.0335	Mordovian	Modern
Mordovians31.HO	-0.0303	0.0357	Mordovian	Modern
bel110c.HO	-0.0324	0.0219	Belarusian	Modern
UkrBel736.HO	-0.0275	0.0243	Ukrainian	Modern
Est358.HO	-0.0386	0.0214	Estonian	Modern
Mordovians17.HO	-0.0309	0.0345	Mordovian	Modern
Mordovians1.HO	-0.0277	0.0345	Mordovian	Modern
bel8s.HO	-0.0291	0.0188	Belarusian	Modern
belarusian23vp.HO	-0.0304	0.0251	Belarusian	Modern
Est400.HO	-0.0351	0.0228	Estonian	Modern
Mordovians22.HO	-0.0311	0.0377	Mordovian	Modern
bel23s.HO	-0.0358	0.0198	Belarusian	Modern
belarusian47zp.HO	-0.0335	0.0187	Belarusian	Modern
UkrLv228.HO	-0.0267	0.0172	Ukrainian	Modern
Est397.HO	-0.0369	0.0215	Estonian	Modern
Mordovians32.HO	-0.0317	0.0371	Mordovian	Modern
bel82s.HO	-0.0317	0.0174	Belarusian	Modern
UkrBel614.HO	-0.0315	0.0293	Ukrainian	Modern
UkrLv237.HO	-0.0277	0.0131	Ukrainian	Modern
Est394.HO	-0.0379	0.0229	Estonian	Modern
Mordovians5.HO	-0.0331	0.0328	Mordovian	Modern
saudi1403.HO	0.055	-0.0476	Saudi	Modern
NA15202.HO	-0.0262	0.0029	Hungarian	Modern
NA15725.HO	-0.0276	0.0059	Czech	Modern
NA15733.HO	-0.0262	0.0127	Czech	Modern
NA15762.HO	-0.0317	0.0063	Icelandic	Modern
NA17373.HO	-0.0013	-0.0123	Greek	Modern
NA15203.HO	-0.0246	0.0058	Hungarian	Modern
NA15726.HO	-0.0249	0.0049	Czech	Modern
NA15755.HO	-0.0364	0.0018	Icelandic	Modern
NA15763.HO	-0.0315	0.0057	Icelandic	Modern
NA17374.HO	0.0281	0.0017	Greek	Modern
NA15204.HO	-0.0204	0.008	Hungarian	Modern
NA15727.HO	-0.0284	0.0066	Czech	Modern
NA15756.HO	-0.0313	0.0011	Icelandic	Modern
NA15764.HO	-0.0281	0.0024	Icelandic	Modern
NA17375.HO	0.0091	-0.0083	Greek	Modern
NA15205.HO	-0.0243	0.005	Hungarian	Modern
NA15728.HO	-0.0263	0.0056	Czech	Modern
NA15757.HO	-0.0289	0.0042	Icelandic	Modern
NA15765.HO	-0.0333	0.0045	Icelandic	Modern
NA17376.HO	0.019	-0.0091	Greek	Modern
NA13626.HO	0.0171	0.0392	Adygei	Modern
NA15206.HO	-0.0219	0.0022	Hungarian	Modern
NA15729.HO	-0.0255	0.0063	Czech	Modern
